8.633068995817600808e+03,5.373786747617183210e+03,4.324173305287900803e+03,0.000000000000000000e+00,2.000000000000000000e+00,9.173047238992685379e+02,1.000000000000000000e+00,7.591233431336279480e-01,3.000000000000000000e+00,1.000000000000000000e+00
8.243669952220820051e+03,5.011299944995847000e+03,4.253517760202631507e+03,0.000000000000000000e+00,3.000000000000000000e+00,5.218931256510102230e+02,3.000000000000000000e+00,6.110509590550854409e-01,3.000000000000000000e+00,0.000000000000000000e+00
5.992903835647990491e+03,5.733887060960525559e+03,2.858488486115616979e+03,0.000000000000000000e+00,1.000000000000000000e+00,7.866603230871437518e+02,1.000000000000000000e+00,8.342219700051782816e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.015572476251408261e+03,7.105986918316697484e+03,3.869608796040825837e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.095394059139089222e+02,3.000000000000000000e+00,7.734397337277318929e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.846826881268256329e+03,7.289516144857039762e+03,5.683425149655675341e+03,1.000000000000000000e+00,2.000000000000000000e+00,5.261674790555404115e+02,3.000000000000000000e+00,7.162542467742124552e-01,4.000000000000000000e+00,0.000000000000000000e+00
6.853588368351703139e+03,5.909150841542244052e+03,2.652035729928846649e+03,0.000000000000000000e+00,2.000000000000000000e+00,6.219028147576090078e+02,4.000000000000000000e+00,9.073030817402756298e-01,3.000000000000000000e+00,0.000000000000000000e+00
7.554973449660190454e+03,5.775309022228811045e+03,1.760168405590478869e+03,1.000000000000000000e+00,2.000000000000000000e+00,6.725544740393083885e+02,2.000000000000000000e+00,8.284652791450193288e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.370290443133650115e+03,6.545039608568262338e+03,3.049305174655642986e+03,1.000000000000000000e+00,1.000000000000000000e+00,6.211647330964227649e+02,4.000000000000000000e+00,7.071612028745168921e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.887433761993230291e+03,5.479747460638789562e+03,3.660474776782881236e+03,1.000000000000000000e+00,1.000000000000000000e+00,6.810105729761669409e+02,3.000000000000000000e+00,7.446248960775514458e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.268966362839543763e+03,1.209810412191086243e+03,3.078975674577318955e+02,0.000000000000000000e+00,1.000000000000000000e+00,5.247498111336875581e+02,2.000000000000000000e+00,6.466119501983154105e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.239478123996188515e+03,7.335575219757587547e+03,6.698636902630590157e+03,0.000000000000000000e+00,2.000000000000000000e+00,7.691540354768008001e+02,4.000000000000000000e+00,8.971663280426060982e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.045372031587311767e+03,1.359345882699718231e+03,7.096773145097672568e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.300296593928597986e+02,2.000000000000000000e+00,9.252087694111136296e-01,4.000000000000000000e+00,0.000000000000000000e+00
3.975990158027478628e+03,3.571307278984255390e+03,1.435641524895007251e+03,1.000000000000000000e+00,1.000000000000000000e+00,8.321238580801870057e+02,3.000000000000000000e+00,9.068010576298779490e-01,4.000000000000000000e+00,1.000000000000000000e+00
3.084715617150898652e+03,2.439871325080609495e+03,6.865811118925668097e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.029130995975305041e+02,2.000000000000000000e+00,5.251058951460410018e-01,3.000000000000000000e+00,0.000000000000000000e+00
5.240183782468331628e+03,3.290057337574529811e+03,2.981251123734477460e+03,1.000000000000000000e+00,1.000000000000000000e+00,6.249344254737580968e+02,0.000000000000000000e+00,5.047976431850880186e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.621945101576363413e+03,3.411325148595578412e+03,8.722985019940463189e+02,1.000000000000000000e+00,2.000000000000000000e+00,8.572599425778930708e+02,4.000000000000000000e+00,9.127893081521789576e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.134060609854495851e+03,4.959526651207208488e+03,2.564556688232308716e+03,1.000000000000000000e+00,0.000000000000000000e+00,5.480717653879913769e+02,1.000000000000000000e+00,7.882604077591872649e-01,3.000000000000000000e+00,1.000000000000000000e+00
8.165913269143829893e+03,5.688267466002102992e+03,2.588060349950573709e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.789154314873718477e+02,2.000000000000000000e+00,7.572847718672249817e-01,2.000000000000000000e+00,0.000000000000000000e+00
2.038375188938914562e+03,1.463422552910893728e+03,7.910601314034777261e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.940313729853976383e+02,0.000000000000000000e+00,6.258700549937217250e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.785201927746936235e+03,2.125729458588344187e+03,8.439649536607120126e+02,0.000000000000000000e+00,3.000000000000000000e+00,7.690475511850050907e+02,2.000000000000000000e+00,8.489089074478659569e-01,2.000000000000000000e+00,0.000000000000000000e+00
7.207755389917377215e+03,5.154911357643959491e+03,1.386032254314148531e+03,0.000000000000000000e+00,3.000000000000000000e+00,5.108499653974361081e+02,0.000000000000000000e+00,9.214843121014946181e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.491096619981932236e+03,6.976760910278077063e+03,6.964522776004973821e+03,0.000000000000000000e+00,1.000000000000000000e+00,9.124364075207308815e+02,0.000000000000000000e+00,7.865990309033562555e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.035241270598446135e+03,4.579213371178989291e+03,1.879902202190599610e+03,0.000000000000000000e+00,3.000000000000000000e+00,7.317724980070737502e+02,2.000000000000000000e+00,6.114225445824295058e-01,2.000000000000000000e+00,0.000000000000000000e+00
6.980206761391379587e+03,6.257846780865846085e+03,2.603209286365551179e+03,1.000000000000000000e+00,2.000000000000000000e+00,8.733957124360729267e+02,2.000000000000000000e+00,5.451429190308707540e-01,0.000000000000000000e+00,1.000000000000000000e+00
